person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,is_active,jugo_desde_2018,to_year_numeric
1628959,Rawle,Alkins,Rawle Alkins,"Alkins, Rawle",R. Alkins,rawle-alkins,29/10/1997,Arizona,USA,Arizona/USA,6-May,225.0,2,20,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,rawle_alkins,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2018
1628960,Grayson,Allen,Grayson Allen,"Allen, Grayson",G. Allen,grayson-allen,8/10/1995,Duke,USA,Duke/USA,6-Apr,198.0,5,12,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,grayson_allen,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,Y,Y,Y,2018,1,21,N,1,Sí,2023
1628386,Jarrett,Allen,Jarrett Allen,"Allen, Jarrett",J. Allen,jarrett-allen,21/4/1998,Texas,USA,Texas/USA,6-Sep,243.0,6,31,Center,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jarrett_allen,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,N,Y,Y,2017,1,22,N,1,Sí,2023
1630631,Jose,Alvarado,Jose Alvarado,"Alvarado, Jose",J. Alvarado,jose-alvarado,12/4/1998,Georgia Tech,USA,Georgia Tech/USA,6-0,179.0,2,15,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,jose_alvarado,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
203937,Kyle,Anderson,Kyle Anderson,"Anderson, Kyle",K. Anderson,kyle-anderson,20/9/1993,UCLA,USA,UCLA/USA,6-Sep,230.0,9,5,Forward-Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kyle_anderson,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000002023,Y,Y,Y,2014,1,30,N,1,Sí,2023
203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,6/12/1994,Filathlitikos,Greece,Filathlitikos/Greece,7-0,243.0,10,34,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,1970-01-01 00:00:00.000002013,1970-01-01 00:00:00.000002023,N,Y,Y,2013,1,15,Y,1,Sí,2023
1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,"Antetokounmpo, Kostas",K. Antetokounmpo,kostas-antetokounmpo,20/11/1997,University of Dayton,Greece,Dayton/Greece,6-Oct,200.0,4,37,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kostas_antetokounmpo,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002020,Y,Y,Y,2018,2,60,N,1,Sí,2020
203648,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,"Antetokounmpo, Thanasis",T. Antetokounmpo,thanasis-antetokounmpo,18/7/1992,Panathinaikos,Greece,Panathinaikos/Greece,6-Jul,219.0,5,43,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,thanasis_antetokounmpo,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000002023,Y,Y,Y,2014,2,51,N,1,Sí,2023
2546,Carmelo,Anthony,Carmelo Anthony,"Anthony, Carmelo",C. Anthony,carmelo-anthony,29/5/1984,Syracuse,USA,Syracuse/USA,6-Jul,238.0,20,7,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,carmelo_anthony,1970-01-01 00:00:00.000002003,1970-01-01 00:00:00.000002021,N,Y,Y,2003,1,3,Y,0,Sí,2021
1630175,Cole,Anthony,Cole Anthony,"Anthony, Cole",C. Anthony,cole-anthony,15/5/2000,North Carolina,USA,North Carolina/USA,6-Mar,185.0,3,50,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,cole_anthony,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,N,Y,Y,2020,1,15,N,1,Sí,2023
1628384,O.G.,Anunoby,O.G. Anunoby,"Anunoby, O.G.",O. Anunoby,og-anunoby,17/7/1997,Indiana,United Kingdom,Indiana/United Kingdom,6-Jul,232.0,6,3,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,og_anunoby,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,N,Y,Y,2017,1,23,N,1,Sí,2023
201571,D.J.,Augustin,D.J. Augustin,"Augustin, D.J.",D. Augustin,dj-augustin,10/11/1987,Texas-Austin,USA,Texas-Austin/USA,5-Nov,183.0,14,4,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,d.j._augustin,1970-01-01 00:00:00.000002008,1970-01-01 00:00:00.000002023,N,Y,Y,2008,1,9,N,0,Sí,2023
1629028,Deandre,Ayton,Deandre Ayton,"Ayton, Deandre",D. Ayton,deandre-ayton,23/7/1998,Arizona,Bahamas,Arizona/Bahamas,7-0,250.0,5,22,Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,deandre_ayton,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,N,Y,Y,2018,1,1,N,1,Sí,2023
1628962,Udoka,Azubuike,Udoka Azubuike,"Azubuike, Udoka",U. Azubuike,udoka-azubuike,17/9/1999,Kansas,Nigeria,Kansas/Nigeria,6-Nov,270.0,3,20,Center-Forward,Active,N,1610612762,Jazz,UTA,jazz,Utah,udoka_azubuike,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,Y,Y,Y,2020,1,27,N,1,Sí,2023
1628407,Dwayne,Bacon,Dwayne Bacon,"Bacon, Dwayne",D. Bacon,dwayne-bacon,30/8/1995,Florida State,USA,Florida State/USA,6-Jun,221.0,5,8,Guard-Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,dwayne_bacon,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002020,Y,Y,Y,2017,2,40,N,0,Sí,2020
1628963,Marvin,Bagley III,Marvin Bagley III,"Bagley III, Marvin",M. Bagley III,marvin-bagley-iii,14/3/1999,Duke,USA,Duke/USA,6-Oct,235.0,5,35,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,marvin_bagley_iii,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,N,Y,Y,2018,1,2,N,1,Sí,2023
1631116,Patrick,Baldwin Jr.,Patrick Baldwin Jr.,"Baldwin Jr., Patrick",P. Baldwin Jr.,patrick-baldwin-jr,18/11/2002,Wisconsin-Milwaukee,USA,Wisconsin-Milwaukee/USA,6-Sep,220.0,1,7,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,patrick_baldwin_jr,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,Y,Y,Y,2022,1,28,N,1,Sí,2023
1630163,LaMelo,Ball,LaMelo Ball,"Ball, LaMelo",L. Ball,lamelo-ball,22/8/2001,Illawarra,USA,Illawarra/USA,6-Jul,180.0,3,1,Guard,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,lamelo_ball,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,N,Y,Y,2020,1,3,N,1,Sí,2023
1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,27/10/1997,UCLA,USA,UCLA/USA,6-Jun,190.0,5,2,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,lonzo_ball,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,N,Y,Y,2017,1,2,N,1,Sí,2023
1631094,Paolo,Banchero,Paolo Banchero,"Banchero, Paolo",P. Banchero,paolo-banchero,12/11/2002,Duke,USA,Duke/USA,6-Oct,250.0,1,5,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,paolo_banchero,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,N,Y,Y,2022,1,1,N,1,Sí,2023
1630217,Desmond,Bane,Desmond Bane,"Bane, Desmond",D. Bane,desmond-bane,25/6/1998,TCU,USA,TCU/USA,6-May,215.0,3,22,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,desmond_bane,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,N,Y,Y,2020,1,30,N,1,Sí,2023
1630625,Dalano,Banton,Dalano Banton,"Banton, Dalano",D. Banton,dalano-banton,7/11/1999,Nebraska,Canada,Nebraska/Canada,6-Jul,204.0,2,45,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,dalano_banton,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,2021,2,46,N,1,Sí,2023
200826,J.J.,Barea,J.J. Barea,"Barea, J.J.",J. Barea,jj-barea,26/6/1984,Northeastern,Puerto Rico,Northeastern/Puerto Rico,5-Oct,180.0,15,5,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,j.j._barea,1970-01-01 00:00:00.000002006,1970-01-01 00:00:00.000002019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2019
1631230,Dominick,Barlow,Dominick Barlow,"Barlow, Dominick",D. Barlow,dominick-barlow,26/5/2003,Overtime Elite,USA,Overtime Elite/USA,6-Sep,215.0,1,26,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,dominick_barlow,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
203084,Harrison,Barnes,Harrison Barnes,"Barnes, Harrison",H. Barnes,harrison-barnes,30/5/1992,North Carolina,USA,North Carolina/USA,6-Aug,225.0,11,40,Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,harrison_barnes,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002023,N,Y,Y,2012,1,7,N,1,Sí,2023
1630567,Scottie,Barnes,Scottie Barnes,"Barnes, Scottie",S. Barnes,scottie-barnes,1/8/2001,Florida State,USA,Florida State/USA,6-Aug,225.0,2,4,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,scottie_barnes,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,N,Y,Y,2021,1,4,N,1,Sí,2023
1629628,RJ,Barrett,RJ Barrett,"Barrett, RJ",R. Barrett,rj-barrett,14/6/2000,Duke,Canada,Duke/Canada,6-Jun,214.0,4,9,Forward-Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,rj_barrett,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,N,Y,Y,2019,1,3,N,1,Sí,2023
203115,Will,Barton,Will Barton,"Barton, Will",W. Barton,will-barton,6/1/1991,Memphis,USA,Memphis/USA,6-May,181.0,11,1,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,will_barton,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002023,Y,Y,Y,2012,2,40,N,1,Sí,2023
1629646,Charles,Bassey,Charles Bassey,"Bassey, Charles",C. Bassey,charles-bassey,28/10/2000,Western Kentucky,Nigeria,Western Kentucky/Nigeria,6-Sep,230.0,2,28,Center-Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,charles_bassey,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,2021,2,53,N,1,Sí,2023
201587,Nicolas,Batum,Nicolas Batum,"Batum, Nicolas",N. Batum,nicolas-batum,14/12/1988,Le Mans,France,Le Mans/France,6-Aug,230.0,15,33,Guard-Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,nicolas_batum,1970-01-01 00:00:00.000002008,1970-01-01 00:00:00.000002023,N,Y,Y,2008,1,25,N,1,Sí,2023
203382,Aron,Baynes,Aron Baynes,"Baynes, Aron",A. Baynes,aron-baynes,9/12/1986,Washington State,Australia,Washington State/Australia,6-Oct,260.0,10,46,Center-Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,aron_baynes,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2020
203145,Kent,Bazemore,Kent Bazemore,"Bazemore, Kent",K. Bazemore,kent-bazemore,1/7/1989,Old Dominion,USA,Old Dominion/USA,6-Apr,195.0,11,9,Guard-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kent_bazemore,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2021
1629647,Darius,Bazley,Darius Bazley,"Bazley, Darius",D. Bazley,darius-bazley,12/6/2000,Princeton HS (OH),USA,Princeton HS (OH)/USA,6-Sep,216.0,4,55,Forward,Active,N,1610612756,Suns,PHX,suns,Phoenix,darius_bazley,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,N,Y,Y,2019,1,23,N,1,Sí,2023
203078,Bradley,Beal,Bradley Beal,"Beal, Bradley",B. Beal,bradley-beal,28/6/1993,Florida,USA,Florida/USA,6-Apr,207.0,11,3,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,bradley_beal,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002023,N,Y,Y,2012,1,3,N,1,Sí,2023
1627736,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,26/11/1996,Florida State,USA,Florida State/USA,6-Apr,187.0,7,5,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,malik_beasley,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000002023,Y,Y,Y,2016,1,19,N,1,Sí,2023
1630699,MarJon,Beauchamp,MarJon Beauchamp,"Beauchamp, MarJon",M. Beauchamp,marjon-beauchamp,12/10/2000,NBA G League Ignite,USA,NBA G League Ignite/USA,6-Jul,199.0,1,0,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,marjon_beauchamp,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,2022,1,24,N,1,Sí,2023
1629541,Dairis,Bertans,Dairis Bertans,"Bertans, Dairis",D. Bertans,dairis-bertans,9/9/1989,Olimpia Milano,Latvia,Olimpia Milano/Latvia,6-Apr,200.0,2,9,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,tmp_dairis_bertans,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2018
202722,Davis,Bertans,Davis Bertans,"Bertans, Davis",D. Bertans,davis-bertans,12/11/1992,Baskonia,Latvia,Baskonia/Latvia,6-Oct,225.0,7,44,Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,davis_bertans,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000002023,Y,Y,Y,2011,2,42,N,1,Sí,2023
201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,12/7/1988,Arkansas,USA,Arkansas/USA,6-Feb,180.0,11,21,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,patrick_beverley,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002023,Y,Y,Y,2009,2,42,N,1,Sí,2023
1630180,Saddiq,Bey,Saddiq Bey,"Bey, Saddiq",S. Bey,saddiq-bey,9/4/1999,Villanova,USA,Villanova/USA,6-Jul,215.0,3,41,Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,saddiq_bey,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,N,Y,Y,2020,1,19,N,1,Sí,2023
1630189,Tyler,Bey,Tyler Bey,"Bey, Tyler",T. Bey,tyler-bey,10/2/1998,Colorado,USA,Colorado/USA,6-Jul,215.0,2,2,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,tyler_bey,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002020,Y,Y,Y,2020,2,36,N,0,Sí,2020
203920,Khem,Birch,Khem Birch,"Birch, Khem",K. Birch,khem-birch,28/9/1992,UNLV,Canada,UNLV/Canada,6-Aug,233.0,6,24,Center,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,khem_birch,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1629048,Goga,Bitadze,Goga Bitadze,"Bitadze, Goga",G. Bitadze,goga-bitadze,20/7/1999,Mega Basket,Georgia,Mega Basket/Georgia,6-Nov,250.0,4,88,Center-Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,goga_bitadze,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,Y,Y,Y,2019,1,18,N,1,Sí,2023
202687,Bismack,Biyombo,Bismack Biyombo,"Biyombo, Bismack",B. Biyombo,bismack-biyombo,28/8/1992,Baloncesto Fuenlabrada,DRC,Baloncesto Fuenlabrada/DRC,6-Aug,255.0,12,18,Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,bismack_biyombo,1970-01-01 00:00:00.000002011,1970-01-01 00:00:00.000002023,N,Y,Y,2011,1,7,N,1,Sí,2023
202357,Nemanja,Bjelica,Nemanja Bjelica,"Bjelica, Nemanja",N. Bjelica,nemanja-bjelica,9/5/1988,                                   ,Serbia,Fenerbahce/Serbia,6-Sep,234.0,8,8,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,nemanja_bjelica,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000002021,N,Y,Y,2010,2,35,N,0,Sí,2021
1628469,Antonio,Blakeney,Antonio Blakeney,"Blakeney, Antonio",A. Blakeney,antonio-blakeney,4/10/1996,Louisiana State,USA,Louisiana State/USA,6-Apr,192.0,3,9,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,antonio_blakeney,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2018
202339,Eric,Bledsoe,Eric Bledsoe,"Bledsoe, Eric",E. Bledsoe,eric-bledsoe,9/12/1989,Kentucky,USA,Kentucky/USA,6-Jan,214.0,13,5,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,eric_bledsoe,1970-01-01 00:00:00.000002010,1970-01-01 00:00:00.000002021,Y,Y,Y,2010,1,18,N,0,Sí,2021
1629833,Keljin,Blevins,Keljin Blevins,"Blevins, Keljin",K. Blevins,keljin-blevins,24/11/1995,Montana State,USA,Montana State/USA,6-Apr,200.0,3,21,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,keljin_blevins,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002021,Y,Y,Y,2019,,,N,0,Sí,2021
1628417,Jaron,Blossomgame,Jaron Blossomgame,"Blossomgame, Jaron",J. Blossomgame,jaron-blossomgame,16/9/1993,Clemson,USA,Clemson/USA,6-Aug,220.0,2,4,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jaron_blossomgame,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,Y,Y,2017,2,59,N,0,Sí,2018
1629129,Trevon,Bluiett,Trevon Bluiett,"Bluiett, Trevon",T. Bluiett,trevon-bluiett,4/11/1994,Xavier,USA,Xavier/USA,6-Jun,198.0,2,5,Guard-Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,trevon_bluiett,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,N,Y,2018,,,N,0,Sí,2018
1631205,Buddy,Boeheim,Buddy Boeheim,"Boeheim, Buddy",B. Boeheim,buddy-boeheim,11/11/1999,Syracuse,USA,Syracuse/USA,6-Jun,205.0,1,27,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,buddy_boheim,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
202711,Bojan,Bogdanovic,Bojan Bogdanovic,"Bogdanovic, Bojan",B. Bogdanovic,bojan-bogdanovic,18/4/1989,Fenerbahce,Croatia,Fenerbahce/Croatia,6-Jul,226.0,9,44,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,bojan_bogdanovic,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000002023,N,Y,Y,2011,2,31,N,1,Sí,2023
101106,Andrew,Bogut,Andrew Bogut,"Bogut, Andrew",A. Bogut,andrew-bogut,28/11/1984,Utah,Australia,Utah/Australia,7-0,260.0,15,12,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,andrew_bogut,1970-01-01 00:00:00.000002005,1970-01-01 00:00:00.000002018,N,Y,Y,2005,1,1,N,0,Sí,2018
1629626,Bol,Bol,Bol Bol,"Bol, Bol",B. Bol,bol-bol,16/11/1999,Oregon,Sudan,Oregon/Sudan,7-Feb,220.0,4,10,Center-Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,bol_bol,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,Y,Y,Y,2019,2,44,N,1,Sí,2023
1629067,Isaac,Bonga,Isaac Bonga,"Bonga, Isaac",I. Bonga,isaac-bonga,8/11/1999,Skyliners Frankfurt,Germany,Skyliners Frankfurt/Germany,6-Aug,180.0,5,17,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,isaac_bonga,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002021,Y,Y,Y,2018,2,39,N,0,Sí,2021
1626164,Devin,Booker,Devin Booker,"Booker, Devin",D. Booker,devin-booker,30/10/1996,Kentucky,USA,Kentucky/USA,6-May,206.0,8,1,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,devin_booker,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000002023,N,Y,Y,2015,1,13,N,1,Sí,2023
1630527,Brandon,Boston Jr.,Brandon Boston Jr.,"Boston Jr., Brandon",B. Boston Jr.,brandon-boston-jr,28/11/2001,Kentucky,USA,Kentucky/USA,6-Jun,188.0,2,4,Guard,Active,N,1610612746,Clippers,LAC,clippers,LA,brandon_boston_jr,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,2021,2,51,N,1,Sí,2023
1628449,Chris,Boucher,Chris Boucher,"Boucher, Chris",C. Boucher,chris-boucher,11/1/1993,Oregon,Saint Lucia,Oregon/Saint Lucia,6-Sep,200.0,6,25,Forward-Center,Active,N,1610612761,Raptors,TOR,raptors,Toronto,chris_boucher,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1631123,Jamaree,Bouyea,Jamaree Bouyea,"Bouyea, Jamaree",J. Bouyea,jamaree-bouyea,27/6/1999,San Francisco,USA,San Francisco/USA,6-Feb,180.0,1,11,Guard,Active,N,1610612748,Heat,MIA,heat,Miami,jamaree_bouyea,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
